_id,FinancialYear,HBT,HBTQF,Dataset,DatasetQF,ICD10Codes,DischargeCount,DischargeCountQF,DischargeRates,DischargeRatesQF,PatientsCount,PatientCountQF,PatientsRates,PatientRatesQF,HospitalResidentsCount,HospitalResidentsCountQF,HospitalResidentsRates,HospitalResidentsRatesQF
3990,2007/08,SB0802, ,SMR04, ,F20 - F29,80, , ,:,80, , ,:,130, , ,:
3991,2008/09,S08000015, ,Total,d,F60 - F69,110, ,29.56, ,60, ,16.12, ,10, ,2.69, 
3992,2008/09,S08000015, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
3993,2008/09,S08000015, ,SMR04, ,F60 - F69,100, ,26.87, ,60, ,16.12, ,10, ,2.69, 
3994,2008/09,S08000015, ,Total,d,F10 - F19,1080, ,290.23, ,780, ,209.61, ,20, ,5.37, 
3995,2008/09,S08000015, ,SMR01, ,F10 - F19,650, ,174.67, ,490, ,131.68, , ,:, ,:
3996,2008/09,S08000015, ,SMR04, ,F10 - F19,430, ,115.55, ,350, ,94.06, ,20, ,5.37, 
3997,2008/09,S08000015, ,Total,d,F30 - F39,380, ,102.12, ,300, ,80.62, ,40, ,10.75, 
3998,2008/09,S08000015, ,SMR01, ,F30 - F39,10, ,2.69, ,10, ,2.69, , ,:, ,:
3999,2008/09,S08000015, ,SMR04, ,F30 - F39,360, ,96.74, ,290, ,77.93, ,40, ,10.75, 
4000,2008/09,S08000015, ,Total,d,F40 - F49,180, ,48.37, ,170, ,45.68, ,10, ,2.69, 
4001,2008/09,S08000015, ,SMR01, ,F40 - F49,60, ,16.12, ,50, ,13.44, , ,:, ,:
4002,2008/09,S08000015, ,SMR04, ,F40 - F49,130, ,34.93, ,120, ,32.25, ,10, ,2.69, 
4003,2008/09,S08000015, ,Total,d,F00 - F09 or Chapter G and second position F00,260, ,69.87, ,220, ,59.12, ,100, ,26.87, 
4004,2008/09,S08000015, ,SMR01, ,F00 - F09 or Chapter G and second position F00,70, ,18.81, ,60, ,16.12, , ,:, ,:
4005,2008/09,S08000015, ,SMR04, ,F00 - F09 or Chapter G and second position F00,190, ,51.06, ,170, ,45.68, ,100, ,26.87, 
4006,2008/09,S08000015, ,Total,d,"F50 - F59, F70 - F99",40, ,10.75, ,30, ,8.06, ,0, ,0, 
4007,2008/09,S08000015, ,SMR01, ,"F50 - F59, F70 - F99",10, ,2.69, ,10, ,2.69, , ,:, ,:
4008,2008/09,S08000015, ,SMR04, ,"F50 - F59, F70 - F99",20, ,5.37, ,20, ,5.37, ,0, ,0, 
4009,2008/09,S08000015, ,Total,d,F20 - F29,360, ,96.74, ,240, ,64.5, ,70, ,18.81, 
4010,2008/09,S08000015, ,SMR01, ,F20 - F29,10, ,2.69, ,10, ,2.69, , ,:, ,:
4011,2008/09,S08000015, ,SMR04, ,F20 - F29,350, ,94.06, ,240, ,64.5, ,70, ,18.81, 
4012,2008/09,S08000016, ,Total,d,F60 - F69,40, ,35.29, ,30, ,26.46, ,0, ,0, 
4013,2008/09,S08000016, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
4014,2008/09,S08000016, ,SMR04, ,F60 - F69,40, ,35.29, ,30, ,26.46, ,0, ,0, 
4015,2008/09,S08000016, ,Total,d,F10 - F19,240, ,211.71, ,180, ,158.79, ,0, ,0, 
4016,2008/09,S08000016, ,SMR01, ,F10 - F19,160, ,141.14, ,120, ,105.86, , ,:, ,:
4017,2008/09,S08000016, ,SMR04, ,F10 - F19,80, ,70.57, ,70, ,61.75, ,0, ,0, 
4018,2008/09,S08000016, ,Total,d,F30 - F39,130, ,114.68, ,100, ,88.21, ,20, ,17.64, 
4019,2008/09,S08000016, ,SMR01, ,F30 - F39,10, ,8.82, ,10, ,8.82, , ,:, ,:
4020,2008/09,S08000016, ,SMR04, ,F30 - F39,120, ,105.86, ,90, ,79.39, ,20, ,17.64, 
4021,2008/09,S08000016, ,Total,d,F40 - F49,70, ,61.75, ,60, ,52.93, ,0, ,0, 
4022,2008/09,S08000016, ,SMR01, ,F40 - F49,10, ,8.82, ,10, ,8.82, , ,:, ,:
4023,2008/09,S08000016, ,SMR04, ,F40 - F49,60, ,52.93, ,50, ,44.11, ,0, ,0, 
4024,2008/09,S08000016, ,Total,d,F00 - F09 or Chapter G and second position F00,260, ,229.36, ,200, ,176.43, ,30, ,26.46, 
4025,2008/09,S08000016, ,SMR01, ,F00 - F09 or Chapter G and second position F00,110, ,97.04, ,90, ,79.39, , ,:, ,:
4026,2008/09,S08000016, ,SMR04, ,F00 - F09 or Chapter G and second position F00,150, ,132.32, ,120, ,105.86, ,30, ,26.46, 
4027,2008/09,S08000016, ,Total,d,"F50 - F59, F70 - F99",10, ,8.82, ,10, ,8.82, ,0, ,0, 
4028,2008/09,S08000016, ,SMR01, ,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, , ,:, ,:
4029,2008/09,S08000016, ,SMR04, ,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, ,0, ,0, 
4030,2008/09,S08000016, ,Total,d,F20 - F29,200, ,176.43, ,90, ,79.39, ,30, ,26.46, 
4031,2008/09,S08000016, ,SMR01, ,F20 - F29,0, ,0, ,0, ,0, , ,:, ,:
4032,2008/09,S08000016, ,SMR04, ,F20 - F29,190, ,167.61, ,90, ,79.39, ,30, ,26.46, 
4033,2008/09,S08000017, ,Total,d,F60 - F69,80, ,52.98, ,50, ,33.11, ,10, ,6.62, 
4034,2008/09,S08000017, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
4035,2008/09,S08000017, ,SMR04, ,F60 - F69,80, ,52.98, ,50, ,33.11, ,10, ,6.62, 
4036,2008/09,S08000017, ,Total,d,F10 - F19,230, ,152.31, ,180, ,119.2, ,0, ,0, 
4037,2008/09,S08000017, ,SMR01, ,F10 - F19,150, ,99.33, ,120, ,79.46, , ,:, ,:
4038,2008/09,S08000017, ,SMR04, ,F10 - F19,90, ,59.6, ,80, ,52.98, ,0, ,0, 
4039,2008/09,S08000017, ,Total,d,F30 - F39,130, ,86.09, ,100, ,66.22, ,20, ,13.24, 
4040,2008/09,S08000017, ,SMR01, ,F30 - F39,10, ,6.62, ,10, ,6.62, , ,:, ,:
4041,2008/09,S08000017, ,SMR04, ,F30 - F39,120, ,79.46, ,90, ,59.6, ,20, ,13.24, 
4042,2008/09,S08000017, ,Total,d,F40 - F49,140, ,92.71, ,120, ,79.46, ,10, ,6.62, 
4043,2008/09,S08000017, ,SMR01, ,F40 - F49,40, ,26.49, ,30, ,19.87, , ,:, ,:
4044,2008/09,S08000017, ,SMR04, ,F40 - F49,110, ,72.84, ,90, ,59.6, ,10, ,6.62, 
4045,2008/09,S08000017, ,Total,d,F00 - F09 or Chapter G and second position F00,190, ,125.82, ,140, ,92.71, ,30, ,19.87, 
4046,2008/09,S08000017, ,SMR01, ,F00 - F09 or Chapter G and second position F00,90, ,59.6, ,60, ,39.73, , ,:, ,:
4047,2008/09,S08000017, ,SMR04, ,F00 - F09 or Chapter G and second position F00,100, ,66.22, ,80, ,52.98, ,30, ,19.87, 
4048,2008/09,S08000017, ,Total,d,"F50 - F59, F70 - F99",10, ,6.62, ,10, ,6.62, ,0, ,0, 
4049,2008/09,S08000017, ,SMR01, ,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, , ,:, ,:
4050,2008/09,S08000017, ,SMR04, ,"F50 - F59, F70 - F99",10, ,6.62, ,10, ,6.62, ,0, ,0, 
4051,2008/09,S08000017, ,Total,d,F20 - F29,80, ,52.98, ,80, ,52.98, ,30, ,19.87, 
4052,2008/09,S08000017, ,SMR01, ,F20 - F29,0, ,0, ,0, ,0, , ,:, ,:
4053,2008/09,S08000017, ,SMR04, ,F20 - F29,80, ,52.98, ,70, ,46.35, ,30, ,19.87, 
4054,2008/09,S08000029, ,Total,d,F60 - F69,70, ,19.44, ,50, ,13.89, ,0, ,0, 
4055,2008/09,S08000029, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
4056,2008/09,S08000029, ,SMR04, ,F60 - F69,70, ,19.44, ,50, ,13.89, ,0, ,0, 
4057,2008/09,S08000029, ,Total,d,F10 - F19,500, ,138.87, ,340, ,94.43, ,10, ,2.78, 
4058,2008/09,S08000029, ,SMR01, ,F10 - F19,270, ,74.99, ,180, ,49.99, , ,:, ,:
4059,2008/09,S08000029, ,SMR04, ,F10 - F19,230, ,63.88, ,180, ,49.99, ,10, ,2.78, 
4060,2008/09,S08000029, ,Total,d,F30 - F39,370, ,102.77, ,280, ,77.77, ,40, ,11.11, 
4061,2008/09,S08000029, ,SMR01, ,F30 - F39,20, ,5.55, ,10, ,2.78, , ,:, ,:
4062,2008/09,S08000029, ,SMR04, ,F30 - F39,350, ,97.21, ,270, ,74.99, ,40, ,11.11, 
4063,2008/09,S08000029, ,Total,d,F40 - F49,240, ,66.66, ,190, ,52.77, ,0, ,0, 
4064,2008/09,S08000029, ,SMR01, ,F40 - F49,50, ,13.89, ,40, ,11.11, , ,:, ,:
4065,2008/09,S08000029, ,SMR04, ,F40 - F49,190, ,52.77, ,150, ,41.66, ,0, ,0, 
4066,2008/09,S08000029, ,Total,d,F00 - F09 or Chapter G and second position F00,440, ,122.21, ,300, ,83.32, ,110, ,30.55, 
4067,2008/09,S08000029, ,SMR01, ,F00 - F09 or Chapter G and second position F00,230, ,63.88, ,130, ,36.11, , ,:, ,:
4068,2008/09,S08000029, ,SMR04, ,F00 - F09 or Chapter G and second position F00,220, ,61.1, ,180, ,49.99, ,110, ,30.55, 
4069,2008/09,S08000029, ,Total,d,"F50 - F59, F70 - F99",20, ,5.55, ,20, ,5.55, ,0, ,0, 
4070,2008/09,S08000029, ,SMR01, ,"F50 - F59, F70 - F99",10, ,2.78, ,10, ,2.78, , ,:, ,:
4071,2008/09,S08000029, ,SMR04, ,"F50 - F59, F70 - F99",20, ,5.55, ,20, ,5.55, ,0, ,0, 
4072,2008/09,S08000029, ,Total,d,F20 - F29,360, ,99.99, ,230, ,63.88, ,100, ,27.77, 
4073,2008/09,S08000029, ,SMR01, ,F20 - F29,10, ,2.78, ,0, ,0, , ,:, ,:
4074,2008/09,S08000029, ,SMR04, ,F20 - F29,350, ,97.21, ,220, ,61.1, ,100, ,27.77, 
4075,2008/09,S08000019, ,Total,d,F60 - F69,130, ,44.37, ,80, ,27.3, ,10, ,3.41, 
4076,2008/09,S08000019, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
4077,2008/09,S08000019, ,SMR04, ,F60 - F69,130, ,44.37, ,80, ,27.3, ,10, ,3.41, 
4078,2008/09,S08000019, ,Total,d,F10 - F19,430, ,146.75, ,320, ,109.21, ,10, ,3.41, 
4079,2008/09,S08000019, ,SMR01, ,F10 - F19,210, ,71.67, ,160, ,54.6, , ,:, ,:
4080,2008/09,S08000019, ,SMR04, ,F10 - F19,220, ,75.08, ,180, ,61.43, ,10, ,3.41, 
4081,2008/09,S08000019, ,Total,d,F30 - F39,240, ,81.91, ,190, ,64.84, ,30, ,10.24, 
4082,2008/09,S08000019, ,SMR01, ,F30 - F39,0, ,0, ,0, ,0, , ,:, ,:
4083,2008/09,S08000019, ,SMR04, ,F30 - F39,230, ,78.49, ,190, ,64.84, ,30, ,10.24, 
4084,2008/09,S08000019, ,Total,d,F40 - F49,100, ,34.13, ,90, ,30.71, ,0, ,0, 
4085,2008/09,S08000019, ,SMR01, ,F40 - F49,10, ,3.41, ,10, ,3.41, , ,:, ,:
4086,2008/09,S08000019, ,SMR04, ,F40 - F49,90, ,30.71, ,80, ,27.3, ,0, ,0, 
4087,2008/09,S08000019, ,Total,d,F00 - F09 or Chapter G and second position F00,230, ,78.49, ,180, ,61.43, ,70, ,23.89, 
4088,2008/09,S08000019, ,SMR01, ,F00 - F09 or Chapter G and second position F00,90, ,30.71, ,60, ,20.48, , ,:, ,:
4089,2008/09,S08000019, ,SMR04, ,F00 - F09 or Chapter G and second position F00,150, ,51.19, ,130, ,44.37, ,70, ,23.89, 
4090,2008/09,S08000019, ,Total,d,"F50 - F59, F70 - F99",30, ,10.24, ,30, ,10.24, ,0, ,0, 
4091,2008/09,S08000019, ,SMR01, ,"F50 - F59, F70 - F99",10, ,3.41, ,10, ,3.41, , ,:, ,:
4092,2008/09,S08000019, ,SMR04, ,"F50 - F59, F70 - F99",20, ,6.83, ,20, ,6.83, ,0, ,0, 
4093,2008/09,S08000019, ,Total,d,F20 - F29,260, ,88.73, ,180, ,61.43, ,90, ,30.71, 
4094,2008/09,S08000019, ,SMR01, ,F20 - F29,0, ,0, ,0, ,0, , ,:, ,:
4095,2008/09,S08000019, ,SMR04, ,F20 - F29,250, ,85.32, ,180, ,61.43, ,90, ,30.71, 
4096,2008/09,S08000020, ,Total,d,F60 - F69,80, ,14.45, ,60, ,10.84, ,0, ,0, 
4097,2008/09,S08000020, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
4098,2008/09,S08000020, ,SMR04, ,F60 - F69,80, ,14.45, ,60, ,10.84, ,0, ,0, 
4099,2008/09,S08000020, ,Total,d,F10 - F19,790, ,142.68, ,570, ,102.95, ,10, ,1.81, 
4100,2008/09,S08000020, ,SMR01, ,F10 - F19,640, ,115.59, ,450, ,81.27, , ,:, ,:
4101,2008/09,S08000020, ,SMR04, ,F10 - F19,150, ,27.09, ,130, ,23.48, ,10, ,1.81, 
4102,2008/09,S08000020, ,Total,d,F30 - F39,700, ,126.42, ,560, ,101.14, ,80, ,14.45, 
4103,2008/09,S08000020, ,SMR01, ,F30 - F39,40, ,7.22, ,30, ,5.42, , ,:, ,:
4104,2008/09,S08000020, ,SMR04, ,F30 - F39,670, ,121.01, ,540, ,97.53, ,80, ,14.45, 
4105,2008/09,S08000020, ,Total,d,F40 - F49,180, ,32.51, ,170, ,30.7, ,20, ,3.61, 
4106,2008/09,S08000020, ,SMR01, ,F40 - F49,70, ,12.64, ,70, ,12.64, , ,:, ,:
4107,2008/09,S08000020, ,SMR04, ,F40 - F49,110, ,19.87, ,100, ,18.06, ,20, ,3.61, 
4108,2008/09,S08000020, ,Total,d,F00 - F09 or Chapter G and second position F00,470, ,84.89, ,400, ,72.24, ,80, ,14.45, 
4109,2008/09,S08000020, ,SMR01, ,F00 - F09 or Chapter G and second position F00,140, ,25.28, ,120, ,21.67, , ,:, ,:
4110,2008/09,S08000020, ,SMR04, ,F00 - F09 or Chapter G and second position F00,320, ,57.79, ,290, ,52.38, ,80, ,14.45, 
4111,2008/09,S08000020, ,Total,d,"F50 - F59, F70 - F99",40, ,7.22, ,30, ,5.42, ,0, ,0, 
4112,2008/09,S08000020, ,SMR01, ,"F50 - F59, F70 - F99",20, ,3.61, ,20, ,3.61, , ,:, ,:
4113,2008/09,S08000020, ,SMR04, ,"F50 - F59, F70 - F99",20, ,3.61, ,20, ,3.61, ,0, ,0, 
4114,2008/09,S08000020, ,Total,d,F20 - F29,540, ,97.53, ,350, ,63.21, ,110, ,19.87, 
4115,2008/09,S08000020, ,SMR01, ,F20 - F29,10, ,1.81, ,10, ,1.81, , ,:, ,:
4116,2008/09,S08000020, ,SMR04, ,F20 - F29,530, ,95.72, ,350, ,63.21, ,110, ,19.87, 
4117,2008/09,S08000031, ,Total,d,F60 - F69,380, ,34.02, ,250, ,22.38, ,20, ,1.79, 
4118,2008/09,S08000031, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
4119,2008/09,S08000031, ,SMR04, ,F60 - F69,380, ,34.02, ,250, ,22.38, ,20, ,1.79, 
4120,2008/09,S08000031, ,Total,d,F10 - F19,4040, ,361.73, ,2640, ,236.38, ,70, ,6.27, 
4121,2008/09,S08000031, ,SMR01, ,F10 - F19,2740, ,245.34, ,1690, ,151.32, , ,:, ,:
4122,2008/09,S08000031, ,SMR04, ,F10 - F19,1300, ,116.4, ,1110, ,99.39, ,70, ,6.27, 
4123,2008/09,S08000031, ,Total,d,F30 - F39,1650, ,147.74, ,1310, ,117.3, ,180, ,16.12, 
4124,2008/09,S08000031, ,SMR01, ,F30 - F39,60, ,5.37, ,50, ,4.48, , ,:, ,:
4125,2008/09,S08000031, ,SMR04, ,F30 - F39,1580, ,141.47, ,1270, ,113.71, ,180, ,16.12, 
4126,2008/09,S08000031, ,Total,d,F40 - F49,480, ,42.98, ,430, ,38.5, ,20, ,1.79, 
4127,2008/09,S08000031, ,SMR01, ,F40 - F49,220, ,19.7, ,200, ,17.91, , ,:, ,:
4128,2008/09,S08000031, ,SMR04, ,F40 - F49,260, ,23.28, ,230, ,20.59, ,20, ,1.79, 
4129,2008/09,S08000031, ,Total,d,F00 - F09 or Chapter G and second position F00,1580, ,141.47, ,1120, ,100.28, ,360, ,32.23, 
4130,2008/09,S08000031, ,SMR01, ,F00 - F09 or Chapter G and second position F00,900, ,80.58, ,570, ,51.04, , ,:, ,:
4131,2008/09,S08000031, ,SMR04, ,F00 - F09 or Chapter G and second position F00,690, ,61.78, ,580, ,51.93, ,360, ,32.23, 
4132,2008/09,S08000031, ,Total,d,"F50 - F59, F70 - F99",140, ,12.54, ,120, ,10.74, ,20, ,1.79, 
4133,2008/09,S08000031, ,SMR01, ,"F50 - F59, F70 - F99",60, ,5.37, ,50, ,4.48, , ,:, ,:
4134,2008/09,S08000031, ,SMR04, ,"F50 - F59, F70 - F99",80, ,7.16, ,70, ,6.27, ,20, ,1.79, 
4135,2008/09,S08000031, ,Total,d,F20 - F29,1590, ,142.37, ,1150, ,102.97, ,390, ,34.92, 
4136,2008/09,S08000031, ,SMR01, ,F20 - F29,50, ,4.48, ,30, ,2.69, , ,:, ,:
4137,2008/09,S08000031, ,SMR04, ,F20 - F29,1540, ,137.89, ,1130, ,101.18, ,390, ,34.92, 
4138,2008/09,S08000022, ,Total,d,F60 - F69,130, ,41.02, ,80, ,25.25, ,10, ,3.16, 
4139,2008/09,S08000022, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
4140,2008/09,S08000022, ,SMR04, ,F60 - F69,130, ,41.02, ,80, ,25.25, ,10, ,3.16, 
4141,2008/09,S08000022, ,Total,d,F10 - F19,1000, ,315.58, ,720, ,227.22, ,10, ,3.16, 
4142,2008/09,S08000022, ,SMR01, ,F10 - F19,750, ,236.68, ,530, ,167.26, , ,:, ,:
4143,2008/09,S08000022, ,SMR04, ,F10 - F19,250, ,78.89, ,220, ,69.43, ,10, ,3.16, 
4144,2008/09,S08000022, ,Total,d,F30 - F39,340, ,107.3, ,270, ,85.21, ,40, ,12.62, 
4145,2008/09,S08000022, ,SMR01, ,F30 - F39,70, ,22.09, ,60, ,18.93, , ,:, ,:
4146,2008/09,S08000022, ,SMR04, ,F30 - F39,270, ,85.21, ,230, ,72.58, ,40, ,12.62, 
4147,2008/09,S08000022, ,Total,d,F40 - F49,160, ,50.49, ,140, ,44.18, ,10, ,3.16, 
4148,2008/09,S08000022, ,SMR01, ,F40 - F49,70, ,22.09, ,60, ,18.93, , ,:, ,:
4149,2008/09,S08000022, ,SMR04, ,F40 - F49,90, ,28.4, ,80, ,25.25, ,10, ,3.16, 
4150,2008/09,S08000022, ,Total,d,F00 - F09 or Chapter G and second position F00,470, ,148.32, ,340, ,107.3, ,90, ,28.4, 
4151,2008/09,S08000022, ,SMR01, ,F00 - F09 or Chapter G and second position F00,250, ,78.89, ,160, ,50.49, , ,:, ,:
4152,2008/09,S08000022, ,SMR04, ,F00 - F09 or Chapter G and second position F00,220, ,69.43, ,190, ,59.96, ,90, ,28.4, 
4153,2008/09,S08000022, ,Total,d,"F50 - F59, F70 - F99",30, ,9.47, ,20, ,6.31, ,0, ,0, 
4154,2008/09,S08000022, ,SMR01, ,"F50 - F59, F70 - F99",20, ,6.31, ,10, ,3.16, , ,:, ,:
4155,2008/09,S08000022, ,SMR04, ,"F50 - F59, F70 - F99",10, ,3.16, ,10, ,3.16, ,0, ,0, 
4156,2008/09,S08000022, ,Total,d,F20 - F29,340, ,107.3, ,240, ,75.74, ,70, ,22.09, 
4157,2008/09,S08000022, ,SMR01, ,F20 - F29,30, ,9.47, ,20, ,6.31, , ,:, ,:
4158,2008/09,S08000022, ,SMR04, ,F20 - F29,310, ,97.83, ,230, ,72.58, ,70, ,22.09, 
4159,2008/09,S08000032, ,Total,d,F60 - F69,60, ,9.31, ,40, ,6.21, ,0, ,0, 
4160,2008/09,S08000032, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
4161,2008/09,S08000032, ,SMR04, ,F60 - F69,60, ,9.31, ,40, ,6.21, ,0, ,0, 
4162,2008/09,S08000032, ,Total,d,F10 - F19,1710, ,265.28, ,1020, ,158.24, ,40, ,6.21, 
4163,2008/09,S08000032, ,SMR01, ,F10 - F19,1240, ,192.37, ,670, ,103.94, , ,:, ,:
4164,2008/09,S08000032, ,SMR04, ,F10 - F19,480, ,74.47, ,400, ,62.05, ,40, ,6.21, 
4165,2008/09,S08000032, ,Total,d,F30 - F39,870, ,134.97, ,680, ,105.49, ,90, ,13.96, 
4166,2008/09,S08000032, ,SMR01, ,F30 - F39,20, ,3.1, ,10, ,1.55, , ,:, ,:
4167,2008/09,S08000032, ,SMR04, ,F30 - F39,850, ,131.87, ,670, ,103.94, ,90, ,13.96, 
4168,2008/09,S08000032, ,Total,d,F40 - F49,210, ,32.58, ,170, ,26.37, ,10, ,1.55, 
4169,2008/09,S08000032, ,SMR01, ,F40 - F49,80, ,12.41, ,60, ,9.31, , ,:, ,:
4170,2008/09,S08000032, ,SMR04, ,F40 - F49,130, ,20.17, ,110, ,17.07, ,10, ,1.55, 
4171,2008/09,S08000032, ,Total,d,F00 - F09 or Chapter G and second position F00,570, ,88.43, ,390, ,60.5, ,160, ,24.82, 
4172,2008/09,S08000032, ,SMR01, ,F00 - F09 or Chapter G and second position F00,290, ,44.99, ,150, ,23.27, , ,:, ,:
4173,2008/09,S08000032, ,SMR04, ,F00 - F09 or Chapter G and second position F00,280, ,43.44, ,250, ,38.78, ,160, ,24.82, 
4174,2008/09,S08000032, ,Total,d,"F50 - F59, F70 - F99",30, ,4.65, ,20, ,3.1, ,0, ,0, 
4175,2008/09,S08000032, ,SMR01, ,"F50 - F59, F70 - F99",20, ,3.1, ,10, ,1.55, , ,:, ,:
4176,2008/09,S08000032, ,SMR04, ,"F50 - F59, F70 - F99",10, ,1.55, ,10, ,1.55, ,0, ,0, 
4177,2008/09,S08000032, ,Total,d,F20 - F29,470, ,72.91, ,340, ,52.75, ,120, ,18.62, 
4178,2008/09,S08000032, ,SMR01, ,F20 - F29,10, ,1.55, ,10, ,1.55, , ,:, ,:
4179,2008/09,S08000032, ,SMR04, ,F20 - F29,460, ,71.36, ,340, ,52.75, ,120, ,18.62, 
4180,2008/09,S08000024, ,Total,d,F60 - F69,220, ,27.2, ,150, ,18.54, ,20, ,2.47, 
4181,2008/09,S08000024, ,SMR01, ,F60 - F69,10, ,1.24, ,10, ,1.24, , ,:, ,:
4182,2008/09,S08000024, ,SMR04, ,F60 - F69,200, ,24.72, ,140, ,17.31, ,20, ,2.47, 
4183,2008/09,S08000024, ,Total,d,F10 - F19,1550, ,191.61, ,1080, ,133.51, ,20, ,2.47, 
4184,2008/09,S08000024, ,SMR01, ,F10 - F19,870, ,107.55, ,580, ,71.7, , ,:, ,:
4185,2008/09,S08000024, ,SMR04, ,F10 - F19,680, ,84.06, ,560, ,69.23, ,20, ,2.47, 
4186,2008/09,S08000024, ,Total,d,F30 - F39,980, ,121.15, ,750, ,92.71, ,110, ,13.6, 
4187,2008/09,S08000024, ,SMR01, ,F30 - F39,80, ,9.89, ,70, ,8.65, , ,:, ,:
4188,2008/09,S08000024, ,SMR04, ,F30 - F39,900, ,111.26, ,700, ,86.53, ,110, ,13.6, 
4189,2008/09,S08000024, ,Total,d,F40 - F49,400, ,49.45, ,330, ,40.79, ,10, ,1.24, 
4190,2008/09,S08000024, ,SMR01, ,F40 - F49,160, ,19.78, ,120, ,14.83, , ,:, ,:
4191,2008/09,S08000024, ,SMR04, ,F40 - F49,240, ,29.67, ,210, ,25.96, ,10, ,1.24, 
4192,2008/09,S08000024, ,Total,d,F00 - F09 or Chapter G and second position F00,1370, ,169.36, ,840, ,103.84, ,290, ,35.85, 
4193,2008/09,S08000024, ,SMR01, ,F00 - F09 or Chapter G and second position F00,740, ,91.48, ,420, ,51.92, , ,:, ,:
4194,2008/09,S08000024, ,SMR04, ,F00 - F09 or Chapter G and second position F00,630, ,77.88, ,440, ,54.39, ,290, ,35.85, 
4195,2008/09,S08000024, ,Total,d,"F50 - F59, F70 - F99",120, ,14.83, ,90, ,11.13, ,10, ,1.24, 
4196,2008/09,S08000024, ,SMR01, ,"F50 - F59, F70 - F99",70, ,8.65, ,50, ,6.18, , ,:, ,:
4197,2008/09,S08000024, ,SMR04, ,"F50 - F59, F70 - F99",50, ,6.18, ,40, ,4.94, ,10, ,1.24, 
4198,2008/09,S08000024, ,Total,d,F20 - F29,830, ,102.6, ,600, ,74.17, ,190, ,23.49, 
4199,2008/09,S08000024, ,SMR01, ,F20 - F29,40, ,4.94, ,30, ,3.71, , ,:, ,:
4200,2008/09,S08000024, ,SMR04, ,F20 - F29,790, ,97.66, ,580, ,71.7, ,190, ,23.49, 
4201,2008/09,S08000025, ,Total,d,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
4202,2008/09,S08000025, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
4203,2008/09,S08000025, ,SMR04, ,F60 - F69, ,:, ,:, ,:, ,:, ,:, ,:
4204,2008/09,S08000025, ,Total,d,F10 - F19,30, ,144.65, ,30, ,144.65, , ,:, ,:
4205,2008/09,S08000025, ,SMR01, ,F10 - F19,30, ,144.65, ,30, ,144.65, , ,:, ,:
4206,2008/09,S08000025, ,SMR04, ,F10 - F19, ,:, ,:, ,:, ,:, ,:, ,:
4207,2008/09,S08000025, ,Total,d,F30 - F39,10, ,48.22, ,0, ,0, , ,:, ,:
4208,2008/09,S08000025, ,SMR01, ,F30 - F39,10, ,48.22, ,0, ,0, , ,:, ,:
4209,2008/09,S08000025, ,SMR04, ,F30 - F39, ,:, ,:, ,:, ,:, ,:, ,:
4210,2008/09,S08000025, ,Total,d,F40 - F49,10, ,48.22, ,10, ,48.22, , ,:, ,:
4211,2008/09,S08000025, ,SMR01, ,F40 - F49,10, ,48.22, ,10, ,48.22, , ,:, ,:
4212,2008/09,S08000025, ,SMR04, ,F40 - F49, ,:, ,:, ,:, ,:, ,:, ,:
4213,2008/09,S08000025, ,Total,d,F00 - F09 or Chapter G and second position F00,0, ,0, ,0, ,0, , ,:, ,:
4214,2008/09,S08000025, ,SMR01, ,F00 - F09 or Chapter G and second position F00,0, ,0, ,0, ,0, , ,:, ,:
4215,2008/09,S08000025, ,SMR04, ,F00 - F09 or Chapter G and second position F00, ,:, ,:, ,:, ,:, ,:, ,:
4216,2008/09,S08000025, ,Total,d,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, , ,:, ,:
4217,2008/09,S08000025, ,SMR01, ,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, , ,:, ,:
4218,2008/09,S08000025, ,SMR04, ,"F50 - F59, F70 - F99", ,:, ,:, ,:, ,:, ,:, ,:
4219,2008/09,S08000025, ,Total,d,F20 - F29,0, ,0, ,0, ,0, , ,:, ,:
4220,2008/09,S08000025, ,SMR01, ,F20 - F29,0, ,0, ,0, ,0, , ,:, ,:
4221,2008/09,S08000025, ,SMR04, ,F20 - F29, ,:, ,:, ,:, ,:, ,:, ,:
4222,2008/09,S08000026, ,Total,d,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
4223,2008/09,S08000026, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
