financial_year,health_board,icd10codes,discharge_count,discharge_count_qf,discharge_rates,discharge_rates_qf,patients_count,patient_count_qf,patients_rates,patient_rates_qf,hospital_residents_count,hospital_residents_count_qf,hospital_residents_rates,hospital_residents_rates_qf,diagnosis_grouping
2009,NHS Orkney,F40 - F49,10,NA,47.76,NA,0,NA,0,NA,NA,:,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
2009,NHS Orkney,F00 - F09 or Chapter G and second position F00,10,NA,47.76,NA,10,NA,47.76,NA,NA,:,NA,:,"Organic, Including Symptomatic Mental Disorders"
2009,NHS Orkney,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
2009,NHS Orkney,F20 - F29,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
2009,NHS Shetland,F60 - F69,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Disorders of Adult Personality & Behaviour
2009,NHS Shetland,F10 - F19,20,NA,87.72,NA,20,NA,87.72,NA,NA,:,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2009,NHS Shetland,F30 - F39,10,NA,43.86,NA,10,NA,43.86,NA,NA,:,NA,:,Mood Disorders
2009,NHS Shetland,F40 - F49,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
2009,NHS Shetland,F00 - F09 or Chapter G and second position F00,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,"Organic, Including Symptomatic Mental Disorders"
2009,NHS Shetland,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
2009,NHS Shetland,F20 - F29,10,NA,43.86,NA,10,NA,43.86,NA,NA,:,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
2009,NHS Tayside,F60 - F69,90,NA,22.26,NA,70,NA,17.31,NA,10,NA,2.47,NA,Disorders of Adult Personality & Behaviour
2009,NHS Tayside,F10 - F19,790,NA,195.37,NA,610,NA,150.85,NA,20,NA,4.95,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2009,NHS Tayside,F30 - F39,620,NA,153.32,NA,480,NA,118.7,NA,70,NA,17.31,NA,Mood Disorders
2009,NHS Tayside,F40 - F49,200,NA,49.46,NA,180,NA,44.51,NA,10,NA,2.47,NA,"Neurotic, Stress-related & Somatoform Disorders"
2009,NHS Tayside,F00 - F09 or Chapter G and second position F00,470,NA,116.23,NA,410,NA,101.39,NA,110,NA,27.2,NA,"Organic, Including Symptomatic Mental Disorders"
2009,NHS Tayside,"F50 - F59, F70 - F99",40,NA,9.89,NA,30,NA,7.42,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2009,NHS Tayside,F20 - F29,360,NA,89.03,NA,280,NA,69.24,NA,100,NA,24.73,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2009,NHS Western Isles,F60 - F69,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2009,NHS Western Isles,F10 - F19,110,NA,401.17,NA,80,NA,291.76,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2009,NHS Western Isles,F30 - F39,30,NA,109.41,NA,20,NA,72.94,NA,0,NA,0,NA,Mood Disorders
2009,NHS Western Isles,F40 - F49,10,NA,36.47,NA,10,NA,36.47,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2009,NHS Western Isles,F00 - F09 or Chapter G and second position F00,30,NA,109.41,NA,30,NA,109.41,NA,20,NA,72.94,NA,"Organic, Including Symptomatic Mental Disorders"
2009,NHS Western Isles,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2009,NHS Western Isles,F20 - F29,10,NA,36.47,NA,10,NA,36.47,NA,0,NA,0,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2009,State Hospitals Board for Scotland,F60 - F69,10,NA,NA,:,10,NA,NA,:,10,NA,NA,:,Disorders of Adult Personality & Behaviour
2009,State Hospitals Board for Scotland,F10 - F19,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2009,State Hospitals Board for Scotland,F30 - F39,0,NA,NA,:,0,NA,NA,:,10,NA,NA,:,Mood Disorders
2009,State Hospitals Board for Scotland,F40 - F49,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
2009,State Hospitals Board for Scotland,F00 - F09 or Chapter G and second position F00,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,"Organic, Including Symptomatic Mental Disorders"
2009,State Hospitals Board for Scotland,"F50 - F59, F70 - F99",10,NA,NA,:,10,NA,NA,:,20,NA,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
2009,State Hospitals Board for Scotland,F20 - F29,120,NA,NA,:,80,NA,NA,:,100,NA,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
2010,NHS Ayrshire and Arran,F60 - F69,140,NA,37.55,NA,70,NA,18.78,NA,10,NA,2.68,NA,Disorders of Adult Personality & Behaviour
2010,NHS Ayrshire and Arran,F10 - F19,1170,NA,313.83,NA,830,NA,222.63,NA,30,NA,8.05,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2010,NHS Ayrshire and Arran,F30 - F39,370,NA,99.25,NA,290,NA,77.79,NA,50,NA,13.41,NA,Mood Disorders
2010,NHS Ayrshire and Arran,F40 - F49,210,NA,56.33,NA,180,NA,48.28,NA,10,NA,2.68,NA,"Neurotic, Stress-related & Somatoform Disorders"
2010,NHS Ayrshire and Arran,F00 - F09 or Chapter G and second position F00,330,NA,88.52,NA,250,NA,67.06,NA,100,NA,26.82,NA,"Organic, Including Symptomatic Mental Disorders"
2010,NHS Ayrshire and Arran,"F50 - F59, F70 - F99",40,NA,10.73,NA,20,NA,5.36,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2010,NHS Ayrshire and Arran,F20 - F29,280,NA,75.11,NA,200,NA,53.65,NA,70,NA,18.78,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2010,NHS Borders,F60 - F69,40,NA,35.18,NA,30,NA,26.39,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2010,NHS Borders,F10 - F19,220,NA,193.49,NA,180,NA,158.31,NA,10,NA,8.8,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2010,NHS Borders,F30 - F39,110,NA,96.75,NA,80,NA,70.36,NA,10,NA,8.8,NA,Mood Disorders
2010,NHS Borders,F40 - F49,60,NA,52.77,NA,50,NA,43.98,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2010,NHS Borders,F00 - F09 or Chapter G and second position F00,240,NA,211.08,NA,170,NA,149.52,NA,30,NA,26.39,NA,"Organic, Including Symptomatic Mental Disorders"
2010,NHS Borders,"F50 - F59, F70 - F99",10,NA,8.8,NA,10,NA,8.8,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2010,NHS Borders,F20 - F29,150,NA,131.93,NA,80,NA,70.36,NA,20,NA,17.59,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2010,NHS Dumfries and Galloway,F60 - F69,150,NA,99.27,NA,70,NA,46.33,NA,10,NA,6.62,NA,Disorders of Adult Personality & Behaviour
2010,NHS Dumfries and Galloway,F10 - F19,280,NA,185.31,NA,200,NA,132.36,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2010,NHS Dumfries and Galloway,F30 - F39,160,NA,105.89,NA,120,NA,79.42,NA,10,NA,6.62,NA,Mood Disorders
2010,NHS Dumfries and Galloway,F40 - F49,70,NA,46.33,NA,60,NA,39.71,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2010,NHS Dumfries and Galloway,F00 - F09 or Chapter G and second position F00,220,NA,145.6,NA,150,NA,99.27,NA,30,NA,19.85,NA,"Organic, Including Symptomatic Mental Disorders"
2010,NHS Dumfries and Galloway,"F50 - F59, F70 - F99",20,NA,13.24,NA,20,NA,13.24,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2010,NHS Dumfries and Galloway,F20 - F29,140,NA,92.65,NA,110,NA,72.8,NA,20,NA,13.24,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2010,NHS Fife,F60 - F69,80,NA,22.06,NA,60,NA,16.55,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2010,NHS Fife,F10 - F19,520,NA,143.4,NA,350,NA,96.52,NA,10,NA,2.76,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2010,NHS Fife,F30 - F39,370,NA,102.04,NA,260,NA,71.7,NA,40,NA,11.03,NA,Mood Disorders
2010,NHS Fife,F40 - F49,180,NA,49.64,NA,150,NA,41.37,NA,10,NA,2.76,NA,"Neurotic, Stress-related & Somatoform Disorders"
2010,NHS Fife,F00 - F09 or Chapter G and second position F00,560,NA,154.44,NA,340,NA,93.76,NA,100,NA,27.58,NA,"Organic, Including Symptomatic Mental Disorders"
2010,NHS Fife,"F50 - F59, F70 - F99",20,NA,5.52,NA,10,NA,2.76,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2010,NHS Fife,F20 - F29,380,NA,104.8,NA,250,NA,68.94,NA,100,NA,27.58,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2010,NHS Forth Valley,F60 - F69,140,NA,47.3,NA,80,NA,27.03,NA,10,NA,3.38,NA,Disorders of Adult Personality & Behaviour
2010,NHS Forth Valley,F10 - F19,340,NA,114.86,NA,270,NA,91.21,NA,10,NA,3.38,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2010,NHS Forth Valley,F30 - F39,180,NA,60.81,NA,150,NA,50.67,NA,20,NA,6.76,NA,Mood Disorders
2010,NHS Forth Valley,F40 - F49,120,NA,40.54,NA,100,NA,33.78,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2010,NHS Forth Valley,F00 - F09 or Chapter G and second position F00,250,NA,84.46,NA,180,NA,60.81,NA,60,NA,20.27,NA,"Organic, Including Symptomatic Mental Disorders"
2010,NHS Forth Valley,"F50 - F59, F70 - F99",30,NA,10.13,NA,20,NA,6.76,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2010,NHS Forth Valley,F20 - F29,190,NA,64.19,NA,150,NA,50.67,NA,70,NA,23.65,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2010,NHS Grampian,F60 - F69,140,NA,24.79,NA,90,NA,15.93,NA,10,NA,1.77,NA,Disorders of Adult Personality & Behaviour
2010,NHS Grampian,F10 - F19,930,NA,164.65,NA,520,NA,92.06,NA,20,NA,3.54,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2010,NHS Grampian,F30 - F39,700,NA,123.93,NA,550,NA,97.37,NA,60,NA,10.62,NA,Mood Disorders
2010,NHS Grampian,F40 - F49,190,NA,33.64,NA,160,NA,28.33,NA,10,NA,1.77,NA,"Neurotic, Stress-related & Somatoform Disorders"
2010,NHS Grampian,F00 - F09 or Chapter G and second position F00,620,NA,109.76,NA,430,NA,76.13,NA,70,NA,12.39,NA,"Organic, Including Symptomatic Mental Disorders"
2010,NHS Grampian,"F50 - F59, F70 - F99",60,NA,10.62,NA,40,NA,7.08,NA,10,NA,1.77,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2010,NHS Grampian,F20 - F29,520,NA,92.06,NA,310,NA,54.88,NA,100,NA,17.7,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2010,NHS Greater Glasgow and Clyde,F60 - F69,300,NA,26.6,NA,200,NA,17.73,NA,30,NA,2.66,NA,Disorders of Adult Personality & Behaviour
2010,NHS Greater Glasgow and Clyde,F10 - F19,3800,NA,336.93,NA,2340,NA,207.48,NA,50,NA,4.43,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2010,NHS Greater Glasgow and Clyde,F30 - F39,1340,NA,118.81,NA,1020,NA,90.44,NA,170,NA,15.07,NA,Mood Disorders
2010,NHS Greater Glasgow and Clyde,F40 - F49,480,NA,42.56,NA,410,NA,36.35,NA,30,NA,2.66,NA,"Neurotic, Stress-related & Somatoform Disorders"
2010,NHS Greater Glasgow and Clyde,F00 - F09 or Chapter G and second position F00,1600,NA,141.86,NA,1090,NA,96.64,NA,320,NA,28.37,NA,"Organic, Including Symptomatic Mental Disorders"
2010,NHS Greater Glasgow and Clyde,"F50 - F59, F70 - F99",140,NA,12.41,NA,120,NA,10.64,NA,40,NA,3.55,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2010,NHS Greater Glasgow and Clyde,F20 - F29,1300,NA,115.26,NA,900,NA,79.8,NA,370,NA,32.81,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2010,NHS Highland,F60 - F69,120,NA,37.58,NA,90,NA,28.18,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2010,NHS Highland,F10 - F19,780,NA,244.25,NA,560,NA,175.36,NA,10,NA,3.13,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2010,NHS Highland,F30 - F39,340,NA,106.47,NA,290,NA,90.81,NA,40,NA,12.53,NA,Mood Disorders
2010,NHS Highland,F40 - F49,160,NA,50.1,NA,130,NA,40.71,NA,10,NA,3.13,NA,"Neurotic, Stress-related & Somatoform Disorders"
2010,NHS Highland,F00 - F09 or Chapter G and second position F00,420,NA,131.52,NA,330,NA,103.33,NA,60,NA,18.79,NA,"Organic, Including Symptomatic Mental Disorders"
2010,NHS Highland,"F50 - F59, F70 - F99",20,NA,6.26,NA,10,NA,3.13,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2010,NHS Highland,F20 - F29,270,NA,84.55,NA,200,NA,62.63,NA,70,NA,21.92,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2010,NHS Lanarkshire,F60 - F69,80,NA,12.32,NA,50,NA,7.7,NA,10,NA,1.54,NA,Disorders of Adult Personality & Behaviour
2010,NHS Lanarkshire,F10 - F19,1460,NA,224.8,NA,930,NA,143.2,NA,30,NA,4.62,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2010,NHS Lanarkshire,F30 - F39,850,NA,130.88,NA,680,NA,104.7,NA,70,NA,10.78,NA,Mood Disorders
2010,NHS Lanarkshire,F40 - F49,210,NA,32.33,NA,190,NA,29.26,NA,10,NA,1.54,NA,"Neurotic, Stress-related & Somatoform Disorders"
2010,NHS Lanarkshire,F00 - F09 or Chapter G and second position F00,680,NA,104.7,NA,440,NA,67.75,NA,140,NA,21.56,NA,"Organic, Including Symptomatic Mental Disorders"
2010,NHS Lanarkshire,"F50 - F59, F70 - F99",30,NA,4.62,NA,20,NA,3.08,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2010,NHS Lanarkshire,F20 - F29,480,NA,73.91,NA,370,NA,56.97,NA,90,NA,13.86,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2010,NHS Lothian,F60 - F69,120,NA,14.54,NA,90,NA,10.9,NA,20,NA,2.42,NA,Disorders of Adult Personality & Behaviour
2010,NHS Lothian,F10 - F19,1420,NA,172.01,NA,1010,NA,122.35,NA,20,NA,2.42,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2010,NHS Lothian,F30 - F39,870,NA,105.39,NA,700,NA,84.8,NA,80,NA,9.69,NA,Mood Disorders
2010,NHS Lothian,F40 - F49,340,NA,41.19,NA,280,NA,33.92,NA,20,NA,2.42,NA,"Neurotic, Stress-related & Somatoform Disorders"
2010,NHS Lothian,F00 - F09 or Chapter G and second position F00,1670,NA,202.3,NA,990,NA,119.92,NA,260,NA,31.5,NA,"Organic, Including Symptomatic Mental Disorders"
2010,NHS Lothian,"F50 - F59, F70 - F99",100,NA,12.11,NA,100,NA,12.11,NA,10,NA,1.21,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2010,NHS Lothian,F20 - F29,750,NA,90.85,NA,540,NA,65.41,NA,200,NA,24.23,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2010,NHS Orkney,F60 - F69,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Disorders of Adult Personality & Behaviour
2010,NHS Orkney,F10 - F19,40,NA,188.5,NA,30,NA,141.38,NA,NA,:,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2010,NHS Orkney,F30 - F39,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Mood Disorders
2010,NHS Orkney,F40 - F49,10,NA,47.13,NA,10,NA,47.13,NA,NA,:,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
2010,NHS Orkney,F00 - F09 or Chapter G and second position F00,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,"Organic, Including Symptomatic Mental Disorders"
2010,NHS Orkney,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
2010,NHS Orkney,F20 - F29,10,NA,47.13,NA,0,NA,0,NA,NA,:,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
2010,NHS Shetland,F60 - F69,10,NA,43.37,NA,0,NA,0,NA,NA,:,NA,:,Disorders of Adult Personality & Behaviour
2010,NHS Shetland,F10 - F19,30,NA,130.1,NA,20,NA,86.73,NA,NA,:,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2010,NHS Shetland,F30 - F39,10,NA,43.37,NA,10,NA,43.37,NA,NA,:,NA,:,Mood Disorders
2010,NHS Shetland,F40 - F49,10,NA,43.37,NA,10,NA,43.37,NA,NA,:,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
2010,NHS Shetland,F00 - F09 or Chapter G and second position F00,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,"Organic, Including Symptomatic Mental Disorders"
2010,NHS Shetland,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
2010,NHS Shetland,F20 - F29,10,NA,43.37,NA,10,NA,43.37,NA,NA,:,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
2010,NHS Tayside,F60 - F69,90,NA,22.11,NA,70,NA,17.2,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2010,NHS Tayside,F10 - F19,700,NA,171.96,NA,530,NA,130.2,NA,10,NA,2.46,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2010,NHS Tayside,F30 - F39,590,NA,144.94,NA,460,NA,113,NA,50,NA,12.28,NA,Mood Disorders
2010,NHS Tayside,F40 - F49,180,NA,44.22,NA,170,NA,41.76,NA,10,NA,2.46,NA,"Neurotic, Stress-related & Somatoform Disorders"
2010,NHS Tayside,F00 - F09 or Chapter G and second position F00,430,NA,105.63,NA,360,NA,88.44,NA,100,NA,24.57,NA,"Organic, Including Symptomatic Mental Disorders"
2010,NHS Tayside,"F50 - F59, F70 - F99",40,NA,9.83,NA,20,NA,4.91,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2010,NHS Tayside,F20 - F29,330,NA,81.07,NA,250,NA,61.41,NA,100,NA,24.57,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2010,NHS Western Isles,F60 - F69,10,NA,36.23,NA,10,NA,36.23,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2010,NHS Western Isles,F10 - F19,70,NA,253.62,NA,50,NA,181.16,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2010,NHS Western Isles,F30 - F39,20,NA,72.46,NA,20,NA,72.46,NA,0,NA,0,NA,Mood Disorders
2010,NHS Western Isles,F40 - F49,10,NA,36.23,NA,10,NA,36.23,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2010,NHS Western Isles,F00 - F09 or Chapter G and second position F00,30,NA,108.7,NA,20,NA,72.46,NA,20,NA,72.46,NA,"Organic, Including Symptomatic Mental Disorders"
2010,NHS Western Isles,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2010,NHS Western Isles,F20 - F29,10,NA,36.23,NA,10,NA,36.23,NA,0,NA,0,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2010,State Hospitals Board for Scotland,F60 - F69,10,NA,NA,:,0,NA,NA,:,10,NA,NA,:,Disorders of Adult Personality & Behaviour
2010,State Hospitals Board for Scotland,F10 - F19,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2010,State Hospitals Board for Scotland,F30 - F39,10,NA,NA,:,10,NA,NA,:,0,NA,NA,:,Mood Disorders
2010,State Hospitals Board for Scotland,F40 - F49,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
2010,State Hospitals Board for Scotland,F00 - F09 or Chapter G and second position F00,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,"Organic, Including Symptomatic Mental Disorders"
2010,State Hospitals Board for Scotland,"F50 - F59, F70 - F99",10,NA,NA,:,10,NA,NA,:,10,NA,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
2010,State Hospitals Board for Scotland,F20 - F29,100,NA,NA,:,60,NA,NA,:,110,NA,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
2011,NHS Ayrshire and Arran,F60 - F69,140,NA,37.46,NA,90,NA,24.08,NA,10,NA,2.68,NA,Disorders of Adult Personality & Behaviour
2011,NHS Ayrshire and Arran,F10 - F19,1130,NA,302.33,NA,790,NA,211.37,NA,20,NA,5.35,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2011,NHS Ayrshire and Arran,F30 - F39,330,NA,88.29,NA,250,NA,66.89,NA,30,NA,8.03,NA,Mood Disorders
2011,NHS Ayrshire and Arran,F40 - F49,190,NA,50.83,NA,160,NA,42.81,NA,10,NA,2.68,NA,"Neurotic, Stress-related & Somatoform Disorders"
2011,NHS Ayrshire and Arran,F00 - F09 or Chapter G and second position F00,340,NA,90.97,NA,260,NA,69.56,NA,100,NA,26.76,NA,"Organic, Including Symptomatic Mental Disorders"
2011,NHS Ayrshire and Arran,"F50 - F59, F70 - F99",30,NA,8.03,NA,20,NA,5.35,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2011,NHS Ayrshire and Arran,F20 - F29,300,NA,80.27,NA,200,NA,53.51,NA,70,NA,18.73,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2011,NHS Borders,F60 - F69,40,NA,35.12,NA,20,NA,17.56,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2011,NHS Borders,F10 - F19,230,NA,201.97,NA,180,NA,158.06,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2011,NHS Borders,F30 - F39,110,NA,96.59,NA,70,NA,61.47,NA,10,NA,8.78,NA,Mood Disorders
2011,NHS Borders,F40 - F49,60,NA,52.69,NA,50,NA,43.91,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2011,NHS Borders,F00 - F09 or Chapter G and second position F00,200,NA,175.62,NA,150,NA,131.72,NA,20,NA,17.56,NA,"Organic, Including Symptomatic Mental Disorders"
2011,NHS Borders,"F50 - F59, F70 - F99",10,NA,8.78,NA,10,NA,8.78,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2011,NHS Borders,F20 - F29,140,NA,122.94,NA,70,NA,61.47,NA,20,NA,17.56,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2011,NHS Dumfries and Galloway,F60 - F69,130,NA,85.86,NA,60,NA,39.63,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2011,NHS Dumfries and Galloway,F10 - F19,280,NA,184.93,NA,190,NA,125.49,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2011,NHS Dumfries and Galloway,F30 - F39,300,NA,198.14,NA,120,NA,79.26,NA,10,NA,6.6,NA,Mood Disorders
2011,NHS Dumfries and Galloway,F40 - F49,80,NA,52.84,NA,60,NA,39.63,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2011,NHS Dumfries and Galloway,F00 - F09 or Chapter G and second position F00,200,NA,132.09,NA,130,NA,85.86,NA,20,NA,13.21,NA,"Organic, Including Symptomatic Mental Disorders"
2011,NHS Dumfries and Galloway,"F50 - F59, F70 - F99",20,NA,13.21,NA,20,NA,13.21,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2011,NHS Dumfries and Galloway,F20 - F29,180,NA,118.88,NA,90,NA,59.44,NA,20,NA,13.21,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2011,NHS Fife,F60 - F69,110,NA,30.11,NA,70,NA,19.16,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2011,NHS Fife,F10 - F19,460,NA,125.92,NA,320,NA,87.6,NA,10,NA,2.74,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2011,NHS Fife,F30 - F39,340,NA,93.07,NA,250,NA,68.44,NA,40,NA,10.95,NA,Mood Disorders
2011,NHS Fife,F40 - F49,200,NA,54.75,NA,160,NA,43.8,NA,10,NA,2.74,NA,"Neurotic, Stress-related & Somatoform Disorders"
2011,NHS Fife,F00 - F09 or Chapter G and second position F00,660,NA,180.67,NA,390,NA,106.76,NA,90,NA,24.64,NA,"Organic, Including Symptomatic Mental Disorders"
2011,NHS Fife,"F50 - F59, F70 - F99",30,NA,8.21,NA,20,NA,5.47,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2011,NHS Fife,F20 - F29,400,NA,109.5,NA,260,NA,71.17,NA,90,NA,24.64,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2011,NHS Forth Valley,F60 - F69,100,NA,33.55,NA,70,NA,23.48,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2011,NHS Forth Valley,F10 - F19,390,NA,130.84,NA,300,NA,100.64,NA,10,NA,3.35,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2011,NHS Forth Valley,F30 - F39,190,NA,63.74,NA,160,NA,53.68,NA,20,NA,6.71,NA,Mood Disorders
2011,NHS Forth Valley,F40 - F49,90,NA,30.19,NA,80,NA,26.84,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2011,NHS Forth Valley,F00 - F09 or Chapter G and second position F00,240,NA,80.52,NA,190,NA,63.74,NA,50,NA,16.77,NA,"Organic, Including Symptomatic Mental Disorders"
2011,NHS Forth Valley,"F50 - F59, F70 - F99",20,NA,6.71,NA,20,NA,6.71,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2011,NHS Forth Valley,F20 - F29,200,NA,67.1,NA,150,NA,50.32,NA,60,NA,20.13,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2011,NHS Grampian,F60 - F69,150,NA,26.34,NA,90,NA,15.8,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2011,NHS Grampian,F10 - F19,1040,NA,182.59,NA,520,NA,91.3,NA,10,NA,1.76,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2011,NHS Grampian,F30 - F39,750,NA,131.68,NA,600,NA,105.34,NA,80,NA,14.05,NA,Mood Disorders
